ID,Ours,PDDL
234,to pass wood_block 29 to experimenter_hand 24 \n,(:goal (and (passed wood_block 29 experimenter_hand 24)))) \n
235,to pass wood_block 20 to experimenter_hand 2 \n,(:goal (and (passed wood_block 20 experimenter_hand 2)))) \n
236,to pass wood_block 8 to experimenter_hand 1 \n,(:goal (and (passed wood_block 8 experimenter_hand 1)))) \n
237,to pass wood_block 17 to experimenter_hand 27 \n,(:goal (and (passed wood_block 17 experimenter_hand 27)))) \n
238,to pass banana 17 to experimenter_hand 21 \n,(:goal (and (passed banana 17 experimenter_hand 21)))) \n
239,to pass banana 17 to experimenter_hand 2 \n,(:goal (and (passed banana 17 experimenter_hand 2)))) \n
240,to pass banana 30 to experimenter_hand 16 \n,(:goal (and (passed banana 30 experimenter_hand 16)))) \n
241,to pass banana 27 to experimenter_hand 13 \n,(:goal (and (passed banana 27 experimenter_hand 13)))) \n
242,to pass banana 11 to experimenter_hand 15 \n,(:goal (and (passed banana 11 experimenter_hand 15)))) \n
243,to pass banana 27 to experimenter_hand 28 \n,(:goal (and (passed banana 27 experimenter_hand 28)))) \n
244,to pass banana 6 to experimenter_hand 19 \n,(:goal (and (passed banana 6 experimenter_hand 19)))) \n
245,to pass banana 32 to experimenter_hand 28 \n,(:goal (and (passed banana 32 experimenter_hand 28)))) \n
246,to pass banana 31 to experimenter_hand 15 \n,(:goal (and (passed banana 31 experimenter_hand 15)))) \n
247,to pass bowl 9 to experimenter_hand 7 \n,(:goal (and (passed bowl 9 experimenter_hand 7)))) \n
248,to pass bowl 5 to experimenter_hand 6 \n,(:goal (and (passed bowl 5 experimenter_hand 6)))) \n
249,to pass bowl 1 to experimenter_hand 8 \n,(:goal (and (passed bowl 1 experimenter_hand 8)))) \n
250,to pass bowl 22 to experimenter_hand 12 \n,(:goal (and (passed bowl 22 experimenter_hand 12)))) \n
251,to pass bowl 6 to experimenter_hand 9 \n,(:goal (and (passed bowl 6 experimenter_hand 9)))) \n
252,to pass bowl 28 to experimenter_hand 4 \n,(:goal (and (passed bowl 28 experimenter_hand 4)))) \n
253,to pass bowl 26 to experimenter_hand 17 \n,(:goal (and (passed bowl 26 experimenter_hand 17)))) \n
254,to pass bowl 29 to experimenter_hand 23 \n,(:goal (and (passed bowl 29 experimenter_hand 23)))) \n
255,to pass bowl 24 to experimenter_hand 18 \n,(:goal (and (passed bowl 24 experimenter_hand 18)))) \n
256,to pass bowl 28 to experimenter_hand 2 \n,(:goal (and (passed bowl 28 experimenter_hand 2)))) \n
257,to pass extra_large_clamp 29 to experimenter_hand 31 \n,(:goal (and (passed extra_large_clamp 29 experimenter_hand 31)))) \n
258,to pass extra_large_clamp 3 to experimenter_hand 11 \n,(:goal (and (passed extra_large_clamp 3 experimenter_hand 11)))) \n
259,to pass extra_large_clamp 24 to experimenter_hand 22 \n,(:goal (and (passed extra_large_clamp 24 experimenter_hand 22)))) \n
260,to pass extra_large_clamp 10 to experimenter_hand 32 \n,(:goal (and (passed extra_large_clamp 10 experimenter_hand 32)))) \n
261,to pass extra_large_clamp 27 to experimenter_hand 12 \n,(:goal (and (passed extra_large_clamp 27 experimenter_hand 12)))) \n
262,to pass extra_large_clamp 32 to experimenter_hand 18 \n,(:goal (and (passed extra_large_clamp 32 experimenter_hand 18)))) \n
263,to pass extra_large_clamp 8 to experimenter_hand 19 \n,(:goal (and (passed extra_large_clamp 8 experimenter_hand 19)))) \n
264,to pass extra_large_clamp 7 to experimenter_hand 28 \n,(:goal (and (passed extra_large_clamp 7 experimenter_hand 28)))) \n
265,to pass extra_large_clamp 21 to experimenter_hand 8 \n,(:goal (and (passed extra_large_clamp 21 experimenter_hand 8)))) \n
266,to pass extra_large_clamp 15 to experimenter_hand 18 \n,(:goal (and (passed extra_large_clamp 15 experimenter_hand 18)))) \n
267,to pass master_chef_can 27 to experimenter_hand 31 \n,(:goal (and (passed master_chef_can 27 experimenter_hand 31)))) \n
268,to pass master_chef_can 15 to experimenter_hand 10 \n,(:goal (and (passed master_chef_can 15 experimenter_hand 10)))) \n
269,to pass master_chef_can 15 to experimenter_hand 25 \n,(:goal (and (passed master_chef_can 15 experimenter_hand 25)))) \n
270,to pass master_chef_can 28 to experimenter_hand 30 \n,(:goal (and (passed master_chef_can 28 experimenter_hand 30)))) \n
271,to pass master_chef_can 18 to experimenter_hand 7 \n,(:goal (and (passed master_chef_can 18 experimenter_hand 7)))) \n
272,to pass master_chef_can 28 to experimenter_hand 27 \n,(:goal (and (passed master_chef_can 28 experimenter_hand 27)))) \n
273,to pass master_chef_can 21 to experimenter_hand 16 \n,(:goal (and (passed master_chef_can 21 experimenter_hand 16)))) \n
274,to pass master_chef_can 26 to experimenter_hand 3 \n,(:goal (and (passed master_chef_can 26 experimenter_hand 3)))) \n
275,to pass master_chef_can 31 to experimenter_hand 13 \n,(:goal (and (passed master_chef_can 31 experimenter_hand 13)))) \n
276,to pass master_chef_can 31 to experimenter_hand 20 \n,(:goal (and (passed master_chef_can 31 experimenter_hand 20)))) \n
277,to pass mustard_bottle 2 to experimenter_hand 8 \n,(:goal (and (passed mustard_bottle 2 experimenter_hand 8)))) \n
278,to pass mustard_bottle 21 to experimenter_hand 31 \n,(:goal (and (passed mustard_bottle 21 experimenter_hand 31)))) \n
279,to pass mustard_bottle 12 to experimenter_hand 11 \n,(:goal (and (passed mustard_bottle 12 experimenter_hand 11)))) \n
280,to pass mustard_bottle 20 to experimenter_hand 10 \n,(:goal (and (passed mustard_bottle 20 experimenter_hand 10)))) \n
281,to pass mustard_bottle 8 to experimenter_hand 3 \n,(:goal (and (passed mustard_bottle 8 experimenter_hand 3)))) \n
282,to pass mustard_bottle 28 to experimenter_hand 27 \n,(:goal (and (passed mustard_bottle 28 experimenter_hand 27)))) \n
283,to pass mustard_bottle 28 to experimenter_hand 24 \n,(:goal (and (passed mustard_bottle 28 experimenter_hand 24)))) \n
284,to pass mustard_bottle 7 to experimenter_hand 31 \n,(:goal (and (passed mustard_bottle 7 experimenter_hand 31)))) \n
285,to pass mustard_bottle 4 to experimenter_hand 3 \n,(:goal (and (passed mustard_bottle 4 experimenter_hand 3)))) \n
286,to pass power_drill 9 to experimenter_hand 2 \n,(:goal (and (passed power_drill 9 experimenter_hand 2)))) \n
287,to pass power_drill 15 to experimenter_hand 7 \n,(:goal (and (passed power_drill 15 experimenter_hand 7)))) \n
288,to pass power_drill 5 to experimenter_hand 1 \n,(:goal (and (passed power_drill 5 experimenter_hand 1)))) \n
289,to pass power_drill 23 to experimenter_hand 6 \n,(:goal (and (passed power_drill 23 experimenter_hand 6)))) \n
290,to pass power_drill 21 to experimenter_hand 31 \n,(:goal (and (passed power_drill 21 experimenter_hand 31)))) \n
291,to pass power_drill 15 to experimenter_hand 4 \n,(:goal (and (passed power_drill 15 experimenter_hand 4)))) \n
292,to pass power_drill 7 to experimenter_hand 29 \n,(:goal (and (passed power_drill 7 experimenter_hand 29)))) \n
293,to pass power_drill 18 to experimenter_hand 27 \n,(:goal (and (passed power_drill 18 experimenter_hand 27)))) \n
294,to pass power_drill 10 to experimenter_hand 7 \n,(:goal (and (passed power_drill 10 experimenter_hand 7)))) \n
295,to pass power_drill 23 to experimenter_hand 20 \n,(:goal (and (passed power_drill 23 experimenter_hand 20)))) \n
296,to pass tomato_soup_can 30 to experimenter_hand 6 \n,(:goal (and (passed tomato_soup_can 30 experimenter_hand 6)))) \n
297,to pass tomato_soup_can 31 to experimenter_hand 5 \n,(:goal (and (passed tomato_soup_can 31 experimenter_hand 5)))) \n
298,to pass tomato_soup_can 19 to experimenter_hand 2 \n,(:goal (and (passed tomato_soup_can 19 experimenter_hand 2)))) \n
299,to pass tomato_soup_can 28 to experimenter_hand 22 \n,(:goal (and (passed tomato_soup_can 28 experimenter_hand 22)))) \n
300,to pass tomato_soup_can 5 to experimenter_hand 12 \n,(:goal (and (passed tomato_soup_can 5 experimenter_hand 12)))) \n
301,to pass tomato_soup_can 7 to experimenter_hand 11 \n,(:goal (and (passed tomato_soup_can 7 experimenter_hand 11)))) \n
302,to pass tomato_soup_can 25 to experimenter_hand 20 \n,(:goal (and (passed tomato_soup_can 25 experimenter_hand 20)))) \n
303,to pass tomato_soup_can 28 to experimenter_hand 8 \n,(:goal (and (passed tomato_soup_can 28 experimenter_hand 8)))) \n
304,to pass tomato_soup_can 27 to experimenter_hand 1 \n,(:goal (and (passed tomato_soup_can 27 experimenter_hand 1)))) \n
305,to pass wood_block 23 to experimenter_hand 25 \n,(:goal (and (passed wood_block 23 experimenter_hand 25)))) \n
306,to pass wood_block 5 to experimenter_hand 23 \n,(:goal (and (passed wood_block 5 experimenter_hand 23)))) \n
307,to pass wood_block 28 to experimenter_hand 32 \n,(:goal (and (passed wood_block 28 experimenter_hand 32)))) \n
308,to pass wood_block 28 to experimenter_hand 21 \n,(:goal (and (passed wood_block 28 experimenter_hand 21)))) \n
309,to pass wood_block 14 to experimenter_hand 27 \n,(:goal (and (passed wood_block 14 experimenter_hand 27)))) \n
310,to pass wood_block 30 to experimenter_hand 12 \n,(:goal (and (passed wood_block 30 experimenter_hand 12)))) \n
311,to pass wood_block 5 to experimenter_hand 1 \n,(:goal (and (passed wood_block 5 experimenter_hand 1)))) \n
312,to pass wood_block 17 to experimenter_hand 14 \n,(:goal (and (passed wood_block 17 experimenter_hand 14)))) \n
313,to pass wood_block 6 to experimenter_hand 12 \n,(:goal (and (passed wood_block 6 experimenter_hand 12)))) \n
314,to pass wood_block 11 to experimenter_hand 24 \n,(:goal (and (passed wood_block 11 experimenter_hand 24)))) \n
315,to pass banana 16 to experimenter_hand 31 \n,(:goal (and (passed banana 16 experimenter_hand 31)))) \n
316,to pass banana 7 to experimenter_hand 16 \n,(:goal (and (passed banana 7 experimenter_hand 16)))) \n
317,to pass banana 26 to experimenter_hand 32 \n,(:goal (and (passed banana 26 experimenter_hand 32)))) \n
318,to pass banana 27 to experimenter_hand 21 \n,(:goal (and (passed banana 27 experimenter_hand 21)))) \n
319,to pass banana 26 to experimenter_hand 2 \n,(:goal (and (passed banana 26 experimenter_hand 2)))) \n
320,to pass banana 9 to experimenter_hand 15 \n,(:goal (and (passed banana 9 experimenter_hand 15)))) \n
321,to pass banana 10 to experimenter_hand 27 \n,(:goal (and (passed banana 10 experimenter_hand 27)))) \n
322,to pass banana 28 to experimenter_hand 9 \n,(:goal (and (passed banana 28 experimenter_hand 9)))) \n
323,to pass banana 1 to experimenter_hand 4 \n,(:goal (and (passed banana 1 experimenter_hand 4)))) \n
324,to pass bowl 28 to experimenter_hand 13 \n,(:goal (and (passed bowl 28 experimenter_hand 13)))) \n
325,to pass bowl 29 to experimenter_hand 12 \n,(:goal (and (passed bowl 29 experimenter_hand 12)))) \n
326,to pass bowl 1 to experimenter_hand 11 \n,(:goal (and (passed bowl 1 experimenter_hand 11)))) \n
327,to pass bowl 5 to experimenter_hand 31 \n,(:goal (and (passed bowl 5 experimenter_hand 31)))) \n
328,to pass bowl 12 to experimenter_hand 9 \n,(:goal (and (passed bowl 12 experimenter_hand 9)))) \n
329,to pass bowl 6 to experimenter_hand 15 \n,(:goal (and (passed bowl 6 experimenter_hand 15)))) \n
330,to pass bowl 26 to experimenter_hand 18 \n,(:goal (and (passed bowl 26 experimenter_hand 18)))) \n
331,to pass bowl 30 to experimenter_hand 20 \n,(:goal (and (passed bowl 30 experimenter_hand 20)))) \n
332,to pass bowl 26 to experimenter_hand 28 \n,(:goal (and (passed bowl 26 experimenter_hand 28)))) \n
333,to pass bowl 8 to experimenter_hand 32 \n,(:goal (and (passed bowl 8 experimenter_hand 32)))) \n
334,to pass extra_large_clamp 14 to experimenter_hand 16 \n,(:goal (and (passed extra_large_clamp 14 experimenter_hand 16)))) \n
335,to pass extra_large_clamp 5 to experimenter_hand 29 \n,(:goal (and (passed extra_large_clamp 5 experimenter_hand 29)))) \n
336,to pass extra_large_clamp 15 to experimenter_hand 28 \n,(:goal (and (passed extra_large_clamp 15 experimenter_hand 28)))) \n
337,to pass extra_large_clamp 12 to experimenter_hand 1 \n,(:goal (and (passed extra_large_clamp 12 experimenter_hand 1)))) \n
338,to pass extra_large_clamp 9 to experimenter_hand 3 \n,(:goal (and (passed extra_large_clamp 9 experimenter_hand 3)))) \n
339,to pass extra_large_clamp 20 to experimenter_hand 28 \n,(:goal (and (passed extra_large_clamp 20 experimenter_hand 28)))) \n
340,to pass extra_large_clamp 6 to experimenter_hand 20 \n,(:goal (and (passed extra_large_clamp 6 experimenter_hand 20)))) \n
341,to pass extra_large_clamp 8 to experimenter_hand 21 \n,(:goal (and (passed extra_large_clamp 8 experimenter_hand 21)))) \n
342,to pass extra_large_clamp 16 to experimenter_hand 29 \n,(:goal (and (passed extra_large_clamp 16 experimenter_hand 29)))) \n
343,to pass master_chef_can 16 to experimenter_hand 23 \n,(:goal (and (passed master_chef_can 16 experimenter_hand 23)))) \n
344,to pass master_chef_can 1 to experimenter_hand 6 \n,(:goal (and (passed master_chef_can 1 experimenter_hand 6)))) \n
345,to pass master_chef_can 28 to experimenter_hand 19 \n,(:goal (and (passed master_chef_can 28 experimenter_hand 19)))) \n
346,to pass master_chef_can 23 to experimenter_hand 4 \n,(:goal (and (passed master_chef_can 23 experimenter_hand 4)))) \n
347,to pass master_chef_can 14 to experimenter_hand 28 \n,(:goal (and (passed master_chef_can 14 experimenter_hand 28)))) \n
348,to pass master_chef_can 19 to experimenter_hand 28 \n,(:goal (and (passed master_chef_can 19 experimenter_hand 28)))) \n
349,to pass master_chef_can 26 to experimenter_hand 12 \n,(:goal (and (passed master_chef_can 26 experimenter_hand 12)))) \n
350,to pass master_chef_can 31 to experimenter_hand 9 \n,(:goal (and (passed master_chef_can 31 experimenter_hand 9)))) \n
351,to pass master_chef_can 13 to experimenter_hand 29 \n,(:goal (and (passed master_chef_can 13 experimenter_hand 29)))) \n
352,to pass master_chef_can 20 to experimenter_hand 9 \n,(:goal (and (passed master_chef_can 20 experimenter_hand 9)))) \n
353,to pass mustard_bottle 30 to experimenter_hand 18 \n,(:goal (and (passed mustard_bottle 30 experimenter_hand 18)))) \n
354,to pass mustard_bottle 25 to experimenter_hand 21 \n,(:goal (and (passed mustard_bottle 25 experimenter_hand 21)))) \n
355,to pass mustard_bottle 18 to experimenter_hand 7 \n,(:goal (and (passed mustard_bottle 18 experimenter_hand 7)))) \n
356,to pass mustard_bottle 8 to experimenter_hand 5 \n,(:goal (and (passed mustard_bottle 8 experimenter_hand 5)))) \n
357,to pass mustard_bottle 1 to experimenter_hand 31 \n,(:goal (and (passed mustard_bottle 1 experimenter_hand 31)))) \n
358,to pass mustard_bottle 28 to experimenter_hand 31 \n,(:goal (and (passed mustard_bottle 28 experimenter_hand 31)))) \n
359,to pass mustard_bottle 23 to experimenter_hand 22 \n,(:goal (and (passed mustard_bottle 23 experimenter_hand 22)))) \n
360,to pass mustard_bottle 1 to experimenter_hand 32 \n,(:goal (and (passed mustard_bottle 1 experimenter_hand 32)))) \n
361,to pass mustard_bottle 31 to experimenter_hand 24 \n,(:goal (and (passed mustard_bottle 31 experimenter_hand 24)))) \n
362,to pass power_drill 25 to experimenter_hand 19 \n,(:goal (and (passed power_drill 25 experimenter_hand 19)))) \n
363,to pass power_drill 28 to experimenter_hand 31 \n,(:goal (and (passed power_drill 28 experimenter_hand 31)))) \n
364,to pass power_drill 14 to experimenter_hand 22 \n,(:goal (and (passed power_drill 14 experimenter_hand 22)))) \n
365,to pass power_drill 30 to experimenter_hand 8 \n,(:goal (and (passed power_drill 30 experimenter_hand 8)))) \n
366,to pass power_drill 5 to experimenter_hand 6 \n,(:goal (and (passed power_drill 5 experimenter_hand 6)))) \n
367,to pass power_drill 26 to experimenter_hand 8 \n,(:goal (and (passed power_drill 26 experimenter_hand 8)))) \n
368,to pass power_drill 23 to experimenter_hand 19 \n,(:goal (and (passed power_drill 23 experimenter_hand 19)))) \n
369,to pass power_drill 3 to experimenter_hand 10 \n,(:goal (and (passed power_drill 3 experimenter_hand 10)))) \n
370,to pass power_drill 14 to experimenter_hand 20 \n,(:goal (and (passed power_drill 14 experimenter_hand 20)))) \n
371,to pass power_drill 17 to experimenter_hand 1 \n,(:goal (and (passed power_drill 17 experimenter_hand 1)))) \n
372,to pass tomato_soup_can 29 to experimenter_hand 13 \n,(:goal (and (passed tomato_soup_can 29 experimenter_hand 13)))) \n
373,to pass tomato_soup_can 27 to experimenter_hand 17 \n,(:goal (and (passed tomato_soup_can 27 experimenter_hand 17)))) \n
374,to pass tomato_soup_can 11 to experimenter_hand 8 \n,(:goal (and (passed tomato_soup_can 11 experimenter_hand 8)))) \n
375,to pass tomato_soup_can 3 to experimenter_hand 6 \n,(:goal (and (passed tomato_soup_can 3 experimenter_hand 6)))) \n
376,to pass tomato_soup_can 2 to experimenter_hand 24 \n,(:goal (and (passed tomato_soup_can 2 experimenter_hand 24)))) \n
377,to pass tomato_soup_can 13 to experimenter_hand 11 \n,(:goal (and (passed tomato_soup_can 13 experimenter_hand 11)))) \n
378,to pass tomato_soup_can 8 to experimenter_hand 23 \n,(:goal (and (passed tomato_soup_can 8 experimenter_hand 23)))) \n
379,to pass tomato_soup_can 21 to experimenter_hand 11 \n,(:goal (and (passed tomato_soup_can 21 experimenter_hand 11)))) \n
380,to pass tomato_soup_can 10 to experimenter_hand 18 \n,(:goal (and (passed tomato_soup_can 10 experimenter_hand 18)))) \n
381,to pass wood_block 20 to experimenter_hand 26 \n,(:goal (and (passed wood_block 20 experimenter_hand 26)))) \n
382,to pass wood_block 16 to experimenter_hand 18 \n,(:goal (and (passed wood_block 16 experimenter_hand 18)))) \n
383,to pass wood_block 18 to experimenter_hand 12 \n,(:goal (and (passed wood_block 18 experimenter_hand 12)))) \n
384,to pass wood_block 6 to experimenter_hand 11 \n,(:goal (and (passed wood_block 6 experimenter_hand 11)))) \n
385,to pass wood_block 28 to experimenter_hand 19 \n,(:goal (and (passed wood_block 28 experimenter_hand 19)))) \n
386,to pass wood_block 7 to experimenter_hand 12 \n,(:goal (and (passed wood_block 7 experimenter_hand 12)))) \n
387,to pass wood_block 11 to experimenter_hand 21 \n,(:goal (and (passed wood_block 11 experimenter_hand 21)))) \n
388,to pass wood_block 6 to experimenter_hand 2 \n,(:goal (and (passed wood_block 6 experimenter_hand 2)))) \n
389,to pass wood_block 9 to experimenter_hand 25 \n,(:goal (and (passed wood_block 9 experimenter_hand 25)))) \n
390,to pass wood_block 11 to experimenter_hand 4 \n,(:goal (and (passed wood_block 11 experimenter_hand 4)))) \n
391,to pass banana 1 to experimenter_hand 15 \n,(:goal (and (passed banana 1 experimenter_hand 15)))) \n
392,to pass banana 3 to experimenter_hand 22 \n,(:goal (and (passed banana 3 experimenter_hand 22)))) \n
393,to pass banana 12 to experimenter_hand 1 \n,(:goal (and (passed banana 12 experimenter_hand 1)))) \n
394,to pass banana 15 to experimenter_hand 11 \n,(:goal (and (passed banana 15 experimenter_hand 11)))) \n
395,to pass banana 4 to experimenter_hand 8 \n,(:goal (and (passed banana 4 experimenter_hand 8)))) \n
396,to pass banana 16 to experimenter_hand 14 \n,(:goal (and (passed banana 16 experimenter_hand 14)))) \n
397,to pass banana 21 to experimenter_hand 8 \n,(:goal (and (passed banana 21 experimenter_hand 8)))) \n
398,to pass banana 31 to experimenter_hand 2 \n,(:goal (and (passed banana 31 experimenter_hand 2)))) \n
399,to pass banana 27 to experimenter_hand 1 \n,(:goal (and (passed banana 27 experimenter_hand 1)))) \n
400,to pass bowl 19 to experimenter_hand 7 \n,(:goal (and (passed bowl 19 experimenter_hand 7)))) \n
401,to pass bowl 29 to experimenter_hand 26 \n,(:goal (and (passed bowl 29 experimenter_hand 26)))) \n
402,to pass bowl 22 to experimenter_hand 5 \n,(:goal (and (passed bowl 22 experimenter_hand 5)))) \n
403,to pass bowl 26 to experimenter_hand 25 \n,(:goal (and (passed bowl 26 experimenter_hand 25)))) \n
404,to pass bowl 20 to experimenter_hand 18 \n,(:goal (and (passed bowl 20 experimenter_hand 18)))) \n
405,to pass bowl 9 to experimenter_hand 23 \n,(:goal (and (passed bowl 9 experimenter_hand 23)))) \n
406,to pass bowl 32 to experimenter_hand 13 \n,(:goal (and (passed bowl 32 experimenter_hand 13)))) \n
407,to pass bowl 10 to experimenter_hand 8 \n,(:goal (and (passed bowl 10 experimenter_hand 8)))) \n
408,to pass bowl 12 to experimenter_hand 22 \n,(:goal (and (passed bowl 12 experimenter_hand 22)))) \n
409,to pass bowl 19 to experimenter_hand 16 \n,(:goal (and (passed bowl 19 experimenter_hand 16)))) \n
410,to pass extra_large_clamp 16 to experimenter_hand 3 \n,(:goal (and (passed extra_large_clamp 16 experimenter_hand 3)))) \n
411,to pass extra_large_clamp 21 to experimenter_hand 23 \n,(:goal (and (passed extra_large_clamp 21 experimenter_hand 23)))) \n
412,to pass extra_large_clamp 13 to experimenter_hand 3 \n,(:goal (and (passed extra_large_clamp 13 experimenter_hand 3)))) \n
413,to pass extra_large_clamp 11 to experimenter_hand 9 \n,(:goal (and (passed extra_large_clamp 11 experimenter_hand 9)))) \n
414,to pass extra_large_clamp 15 to experimenter_hand 14 \n,(:goal (and (passed extra_large_clamp 15 experimenter_hand 14)))) \n
415,to pass extra_large_clamp 11 to experimenter_hand 15 \n,(:goal (and (passed extra_large_clamp 11 experimenter_hand 15)))) \n
416,to pass extra_large_clamp 22 to experimenter_hand 15 \n,(:goal (and (passed extra_large_clamp 22 experimenter_hand 15)))) \n
417,to pass extra_large_clamp 29 to experimenter_hand 11 \n,(:goal (and (passed extra_large_clamp 29 experimenter_hand 11)))) \n
418,to pass extra_large_clamp 29 to experimenter_hand 21 \n,(:goal (and (passed extra_large_clamp 29 experimenter_hand 21)))) \n
419,to pass extra_large_clamp 6 to experimenter_hand 27 \n,(:goal (and (passed extra_large_clamp 6 experimenter_hand 27)))) \n
420,to pass master_chef_can 25 to experimenter_hand 32 \n,(:goal (and (passed master_chef_can 25 experimenter_hand 32)))) \n
421,to pass master_chef_can 5 to experimenter_hand 12 \n,(:goal (and (passed master_chef_can 5 experimenter_hand 12)))) \n
422,to pass master_chef_can 11 to experimenter_hand 25 \n,(:goal (and (passed master_chef_can 11 experimenter_hand 25)))) \n
423,to pass master_chef_can 13 to experimenter_hand 24 \n,(:goal (and (passed master_chef_can 13 experimenter_hand 24)))) \n
424,to pass master_chef_can 23 to experimenter_hand 14 \n,(:goal (and (passed master_chef_can 23 experimenter_hand 14)))) \n
425,to pass master_chef_can 32 to experimenter_hand 31 \n,(:goal (and (passed master_chef_can 32 experimenter_hand 31)))) \n
426,to pass master_chef_can 5 to experimenter_hand 13 \n,(:goal (and (passed master_chef_can 5 experimenter_hand 13)))) \n
427,to pass master_chef_can 3 to experimenter_hand 15 \n,(:goal (and (passed master_chef_can 3 experimenter_hand 15)))) \n
428,to pass master_chef_can 28 to experimenter_hand 14 \n,(:goal (and (passed master_chef_can 28 experimenter_hand 14)))) \n
429,to pass master_chef_can 25 to experimenter_hand 5 \n,(:goal (and (passed master_chef_can 25 experimenter_hand 5)))) \n
430,to pass mustard_bottle 12 to experimenter_hand 1 \n,(:goal (and (passed mustard_bottle 12 experimenter_hand 1)))) \n
431,to pass mustard_bottle 19 to experimenter_hand 31 \n,(:goal (and (passed mustard_bottle 19 experimenter_hand 31)))) \n
432,to pass mustard_bottle 8 to experimenter_hand 22 \n,(:goal (and (passed mustard_bottle 8 experimenter_hand 22)))) \n
433,to pass mustard_bottle 30 to experimenter_hand 29 \n,(:goal (and (passed mustard_bottle 30 experimenter_hand 29)))) \n
434,to pass mustard_bottle 11 to experimenter_hand 19 \n,(:goal (and (passed mustard_bottle 11 experimenter_hand 19)))) \n
435,to pass mustard_bottle 30 to experimenter_hand 5 \n,(:goal (and (passed mustard_bottle 30 experimenter_hand 5)))) \n
436,to pass mustard_bottle 14 to experimenter_hand 6 \n,(:goal (and (passed mustard_bottle 14 experimenter_hand 6)))) \n
437,to pass mustard_bottle 5 to experimenter_hand 10 \n,(:goal (and (passed mustard_bottle 5 experimenter_hand 10)))) \n
438,to pass mustard_bottle 22 to experimenter_hand 32 \n,(:goal (and (passed mustard_bottle 22 experimenter_hand 32)))) \n
439,to pass mustard_bottle 3 to experimenter_hand 7 \n,(:goal (and (passed mustard_bottle 3 experimenter_hand 7)))) \n
440,to pass power_drill 7 to experimenter_hand 11 \n,(:goal (and (passed power_drill 7 experimenter_hand 11)))) \n
441,to pass power_drill 19 to experimenter_hand 14 \n,(:goal (and (passed power_drill 19 experimenter_hand 14)))) \n
442,to pass power_drill 32 to experimenter_hand 13 \n,(:goal (and (passed power_drill 32 experimenter_hand 13)))) \n
443,to pass power_drill 30 to experimenter_hand 29 \n,(:goal (and (passed power_drill 30 experimenter_hand 29)))) \n
444,to pass power_drill 2 to experimenter_hand 9 \n,(:goal (and (passed power_drill 2 experimenter_hand 9)))) \n
445,to pass power_drill 19 to experimenter_hand 27 \n,(:goal (and (passed power_drill 19 experimenter_hand 27)))) \n
446,to pass power_drill 27 to experimenter_hand 8 \n,(:goal (and (passed power_drill 27 experimenter_hand 8)))) \n
447,to pass tomato_soup_can 27 to experimenter_hand 32 \n,(:goal (and (passed tomato_soup_can 27 experimenter_hand 32)))) \n
448,to pass tomato_soup_can 18 to experimenter_hand 22 \n,(:goal (and (passed tomato_soup_can 18 experimenter_hand 22)))) \n
449,to pass tomato_soup_can 9 to experimenter_hand 3 \n,(:goal (and (passed tomato_soup_can 9 experimenter_hand 3)))) \n
450,to pass tomato_soup_can 5 to experimenter_hand 7 \n,(:goal (and (passed tomato_soup_can 5 experimenter_hand 7)))) \n
451,to pass tomato_soup_can 16 to experimenter_hand 25 \n,(:goal (and (passed tomato_soup_can 16 experimenter_hand 25)))) \n
452,to pass tomato_soup_can 13 to experimenter_hand 20 \n,(:goal (and (passed tomato_soup_can 13 experimenter_hand 20)))) \n
453,to pass tomato_soup_can 26 to experimenter_hand 10 \n,(:goal (and (passed tomato_soup_can 26 experimenter_hand 10)))) \n
454,to pass tomato_soup_can 31 to experimenter_hand 18 \n,(:goal (and (passed tomato_soup_can 31 experimenter_hand 18)))) \n
455,to pass tomato_soup_can 30 to experimenter_hand 7 \n,(:goal (and (passed tomato_soup_can 30 experimenter_hand 7)))) \n
456,to pass tomato_soup_can 29 to experimenter_hand 21 \n,(:goal (and (passed tomato_soup_can 29 experimenter_hand 21)))) \n
457,to pass wood_block 10 to experimenter_hand 30 \n,(:goal (and (passed wood_block 10 experimenter_hand 30)))) \n
458,to pass wood_block 4 to experimenter_hand 30 \n,(:goal (and (passed wood_block 4 experimenter_hand 30)))) \n
459,to pass wood_block 20 to experimenter_hand 11 \n,(:goal (and (passed wood_block 20 experimenter_hand 11)))) \n
460,to pass wood_block 2 to experimenter_hand 1 \n,(:goal (and (passed wood_block 2 experimenter_hand 1)))) \n
461,to pass wood_block 18 to experimenter_hand 4 \n,(:goal (and (passed wood_block 18 experimenter_hand 4)))) \n
462,to pass wood_block 23 to experimenter_hand 21 \n,(:goal (and (passed wood_block 23 experimenter_hand 21)))) \n
463,to pass wood_block 8 to experimenter_hand 19 \n,(:goal (and (passed wood_block 8 experimenter_hand 19)))) \n
464,to pass wood_block 13 to experimenter_hand 17 \n,(:goal (and (passed wood_block 13 experimenter_hand 17)))) \n
465,to pass banana 12 to experimenter_hand 26 \n,(:goal (and (passed banana 12 experimenter_hand 26)))) \n
466,to pass banana 23 to experimenter_hand 24 \n,(:goal (and (passed banana 23 experimenter_hand 24)))) \n
467,to pass banana 11 to experimenter_hand 30 \n,(:goal (and (passed banana 11 experimenter_hand 30)))) \n
468,to pass banana 10 to experimenter_hand 19 \n,(:goal (and (passed banana 10 experimenter_hand 19)))) \n
