ID,Ours,PDDL
500,to pass banana 19 to experimenter_hand 27 \n,(:goal (and (passed banana 19 experimenter_hand 27)))) \n
501,to pass banana 19 to experimenter_hand 28 \n,(:goal (and (passed banana 19 experimenter_hand 28)))) \n
502,to pass banana 19 to experimenter_hand 29 \n,(:goal (and (passed banana 19 experimenter_hand 29)))) \n
503,to pass banana 19 to experimenter_hand 30 \n,(:goal (and (passed banana 19 experimenter_hand 30)))) \n
504,to pass banana 19 to experimenter_hand 31 \n,(:goal (and (passed banana 19 experimenter_hand 31)))) \n
505,to pass banana 19 to experimenter_hand 32 \n,(:goal (and (passed banana 19 experimenter_hand 32)))) \n
506,to pass banana 20 to experimenter_hand 1 \n,(:goal (and (passed banana 20 experimenter_hand 1)))) \n
507,to pass banana 20 to experimenter_hand 2 \n,(:goal (and (passed banana 20 experimenter_hand 2)))) \n
508,to pass banana 20 to experimenter_hand 3 \n,(:goal (and (passed banana 20 experimenter_hand 3)))) \n
509,to pass banana 20 to experimenter_hand 4 \n,(:goal (and (passed banana 20 experimenter_hand 4)))) \n
510,to pass banana 20 to experimenter_hand 5 \n,(:goal (and (passed banana 20 experimenter_hand 5)))) \n
511,to pass banana 20 to experimenter_hand 7 \n,(:goal (and (passed banana 20 experimenter_hand 7)))) \n
512,to pass banana 20 to experimenter_hand 9 \n,(:goal (and (passed banana 20 experimenter_hand 9)))) \n
513,to pass banana 20 to experimenter_hand 10 \n,(:goal (and (passed banana 20 experimenter_hand 10)))) \n
514,to pass banana 20 to experimenter_hand 11 \n,(:goal (and (passed banana 20 experimenter_hand 11)))) \n
515,to pass banana 20 to experimenter_hand 12 \n,(:goal (and (passed banana 20 experimenter_hand 12)))) \n
516,to pass banana 20 to experimenter_hand 14 \n,(:goal (and (passed banana 20 experimenter_hand 14)))) \n
517,to pass banana 20 to experimenter_hand 15 \n,(:goal (and (passed banana 20 experimenter_hand 15)))) \n
518,to pass banana 20 to experimenter_hand 17 \n,(:goal (and (passed banana 20 experimenter_hand 17)))) \n
519,to pass banana 20 to experimenter_hand 18 \n,(:goal (and (passed banana 20 experimenter_hand 18)))) \n
520,to pass banana 20 to experimenter_hand 19 \n,(:goal (and (passed banana 20 experimenter_hand 19)))) \n
521,to pass banana 20 to experimenter_hand 21 \n,(:goal (and (passed banana 20 experimenter_hand 21)))) \n
522,to pass banana 20 to experimenter_hand 23 \n,(:goal (and (passed banana 20 experimenter_hand 23)))) \n
523,to pass banana 20 to experimenter_hand 24 \n,(:goal (and (passed banana 20 experimenter_hand 24)))) \n
524,to pass banana 20 to experimenter_hand 25 \n,(:goal (and (passed banana 20 experimenter_hand 25)))) \n
525,to pass banana 20 to experimenter_hand 26 \n,(:goal (and (passed banana 20 experimenter_hand 26)))) \n
526,to pass banana 20 to experimenter_hand 27 \n,(:goal (and (passed banana 20 experimenter_hand 27)))) \n
527,to pass banana 20 to experimenter_hand 29 \n,(:goal (and (passed banana 20 experimenter_hand 29)))) \n
528,to pass banana 20 to experimenter_hand 30 \n,(:goal (and (passed banana 20 experimenter_hand 30)))) \n
529,to pass banana 20 to experimenter_hand 31 \n,(:goal (and (passed banana 20 experimenter_hand 31)))) \n
530,to pass banana 20 to experimenter_hand 32 \n,(:goal (and (passed banana 20 experimenter_hand 32)))) \n
531,to pass banana 21 to experimenter_hand 1 \n,(:goal (and (passed banana 21 experimenter_hand 1)))) \n
532,to pass banana 21 to experimenter_hand 3 \n,(:goal (and (passed banana 21 experimenter_hand 3)))) \n
533,to pass banana 21 to experimenter_hand 4 \n,(:goal (and (passed banana 21 experimenter_hand 4)))) \n
534,to pass banana 21 to experimenter_hand 5 \n,(:goal (and (passed banana 21 experimenter_hand 5)))) \n
535,to pass banana 21 to experimenter_hand 6 \n,(:goal (and (passed banana 21 experimenter_hand 6)))) \n
536,to pass banana 21 to experimenter_hand 7 \n,(:goal (and (passed banana 21 experimenter_hand 7)))) \n
537,to pass banana 21 to experimenter_hand 9 \n,(:goal (and (passed banana 21 experimenter_hand 9)))) \n
538,to pass banana 21 to experimenter_hand 10 \n,(:goal (and (passed banana 21 experimenter_hand 10)))) \n
539,to pass banana 21 to experimenter_hand 11 \n,(:goal (and (passed banana 21 experimenter_hand 11)))) \n
540,to pass banana 21 to experimenter_hand 12 \n,(:goal (and (passed banana 21 experimenter_hand 12)))) \n
541,to pass banana 21 to experimenter_hand 13 \n,(:goal (and (passed banana 21 experimenter_hand 13)))) \n
542,to pass banana 21 to experimenter_hand 14 \n,(:goal (and (passed banana 21 experimenter_hand 14)))) \n
543,to pass banana 21 to experimenter_hand 15 \n,(:goal (and (passed banana 21 experimenter_hand 15)))) \n
544,to pass banana 21 to experimenter_hand 16 \n,(:goal (and (passed banana 21 experimenter_hand 16)))) \n
545,to pass banana 21 to experimenter_hand 17 \n,(:goal (and (passed banana 21 experimenter_hand 17)))) \n
546,to pass banana 21 to experimenter_hand 18 \n,(:goal (and (passed banana 21 experimenter_hand 18)))) \n
547,to pass banana 21 to experimenter_hand 19 \n,(:goal (and (passed banana 21 experimenter_hand 19)))) \n
548,to pass banana 21 to experimenter_hand 20 \n,(:goal (and (passed banana 21 experimenter_hand 20)))) \n
549,to pass banana 21 to experimenter_hand 22 \n,(:goal (and (passed banana 21 experimenter_hand 22)))) \n
550,to pass banana 21 to experimenter_hand 23 \n,(:goal (and (passed banana 21 experimenter_hand 23)))) \n
551,to pass banana 21 to experimenter_hand 25 \n,(:goal (and (passed banana 21 experimenter_hand 25)))) \n
552,to pass banana 21 to experimenter_hand 26 \n,(:goal (and (passed banana 21 experimenter_hand 26)))) \n
553,to pass banana 21 to experimenter_hand 27 \n,(:goal (and (passed banana 21 experimenter_hand 27)))) \n
554,to pass banana 21 to experimenter_hand 28 \n,(:goal (and (passed banana 21 experimenter_hand 28)))) \n
555,to pass banana 21 to experimenter_hand 29 \n,(:goal (and (passed banana 21 experimenter_hand 29)))) \n
556,to pass banana 21 to experimenter_hand 30 \n,(:goal (and (passed banana 21 experimenter_hand 30)))) \n
557,to pass banana 21 to experimenter_hand 31 \n,(:goal (and (passed banana 21 experimenter_hand 31)))) \n
558,to pass banana 21 to experimenter_hand 32 \n,(:goal (and (passed banana 21 experimenter_hand 32)))) \n
559,to pass banana 22 to experimenter_hand 1 \n,(:goal (and (passed banana 22 experimenter_hand 1)))) \n
560,to pass banana 22 to experimenter_hand 2 \n,(:goal (and (passed banana 22 experimenter_hand 2)))) \n
561,to pass banana 22 to experimenter_hand 4 \n,(:goal (and (passed banana 22 experimenter_hand 4)))) \n
562,to pass banana 22 to experimenter_hand 5 \n,(:goal (and (passed banana 22 experimenter_hand 5)))) \n
563,to pass banana 22 to experimenter_hand 6 \n,(:goal (and (passed banana 22 experimenter_hand 6)))) \n
564,to pass banana 22 to experimenter_hand 7 \n,(:goal (and (passed banana 22 experimenter_hand 7)))) \n
565,to pass banana 22 to experimenter_hand 8 \n,(:goal (and (passed banana 22 experimenter_hand 8)))) \n
566,to pass banana 22 to experimenter_hand 9 \n,(:goal (and (passed banana 22 experimenter_hand 9)))) \n
567,to pass banana 22 to experimenter_hand 10 \n,(:goal (and (passed banana 22 experimenter_hand 10)))) \n
568,to pass banana 22 to experimenter_hand 11 \n,(:goal (and (passed banana 22 experimenter_hand 11)))) \n
569,to pass banana 22 to experimenter_hand 12 \n,(:goal (and (passed banana 22 experimenter_hand 12)))) \n
570,to pass banana 22 to experimenter_hand 13 \n,(:goal (and (passed banana 22 experimenter_hand 13)))) \n
571,to pass banana 22 to experimenter_hand 14 \n,(:goal (and (passed banana 22 experimenter_hand 14)))) \n
572,to pass banana 22 to experimenter_hand 15 \n,(:goal (and (passed banana 22 experimenter_hand 15)))) \n
573,to pass banana 22 to experimenter_hand 16 \n,(:goal (and (passed banana 22 experimenter_hand 16)))) \n
574,to pass banana 22 to experimenter_hand 17 \n,(:goal (and (passed banana 22 experimenter_hand 17)))) \n
575,to pass banana 22 to experimenter_hand 20 \n,(:goal (and (passed banana 22 experimenter_hand 20)))) \n
576,to pass banana 22 to experimenter_hand 21 \n,(:goal (and (passed banana 22 experimenter_hand 21)))) \n
577,to pass banana 22 to experimenter_hand 23 \n,(:goal (and (passed banana 22 experimenter_hand 23)))) \n
578,to pass banana 22 to experimenter_hand 24 \n,(:goal (and (passed banana 22 experimenter_hand 24)))) \n
579,to pass banana 22 to experimenter_hand 25 \n,(:goal (and (passed banana 22 experimenter_hand 25)))) \n
580,to pass banana 22 to experimenter_hand 26 \n,(:goal (and (passed banana 22 experimenter_hand 26)))) \n
581,to pass banana 22 to experimenter_hand 27 \n,(:goal (and (passed banana 22 experimenter_hand 27)))) \n
582,to pass banana 22 to experimenter_hand 28 \n,(:goal (and (passed banana 22 experimenter_hand 28)))) \n
583,to pass banana 22 to experimenter_hand 29 \n,(:goal (and (passed banana 22 experimenter_hand 29)))) \n
584,to pass banana 22 to experimenter_hand 30 \n,(:goal (and (passed banana 22 experimenter_hand 30)))) \n
585,to pass banana 22 to experimenter_hand 31 \n,(:goal (and (passed banana 22 experimenter_hand 31)))) \n
586,to pass banana 22 to experimenter_hand 32 \n,(:goal (and (passed banana 22 experimenter_hand 32)))) \n
587,to pass banana 23 to experimenter_hand 1 \n,(:goal (and (passed banana 23 experimenter_hand 1)))) \n
588,to pass banana 23 to experimenter_hand 2 \n,(:goal (and (passed banana 23 experimenter_hand 2)))) \n
589,to pass banana 23 to experimenter_hand 3 \n,(:goal (and (passed banana 23 experimenter_hand 3)))) \n
590,to pass banana 23 to experimenter_hand 4 \n,(:goal (and (passed banana 23 experimenter_hand 4)))) \n
591,to pass banana 23 to experimenter_hand 5 \n,(:goal (and (passed banana 23 experimenter_hand 5)))) \n
592,to pass banana 23 to experimenter_hand 6 \n,(:goal (and (passed banana 23 experimenter_hand 6)))) \n
593,to pass banana 23 to experimenter_hand 7 \n,(:goal (and (passed banana 23 experimenter_hand 7)))) \n
594,to pass banana 23 to experimenter_hand 8 \n,(:goal (and (passed banana 23 experimenter_hand 8)))) \n
595,to pass banana 23 to experimenter_hand 9 \n,(:goal (and (passed banana 23 experimenter_hand 9)))) \n
596,to pass banana 23 to experimenter_hand 10 \n,(:goal (and (passed banana 23 experimenter_hand 10)))) \n
597,to pass banana 23 to experimenter_hand 11 \n,(:goal (and (passed banana 23 experimenter_hand 11)))) \n
598,to pass banana 23 to experimenter_hand 12 \n,(:goal (and (passed banana 23 experimenter_hand 12)))) \n
599,to pass banana 23 to experimenter_hand 13 \n,(:goal (and (passed banana 23 experimenter_hand 13)))) \n
600,to pass banana 23 to experimenter_hand 14 \n,(:goal (and (passed banana 23 experimenter_hand 14)))) \n
601,to pass banana 23 to experimenter_hand 15 \n,(:goal (and (passed banana 23 experimenter_hand 15)))) \n
602,to pass banana 23 to experimenter_hand 16 \n,(:goal (and (passed banana 23 experimenter_hand 16)))) \n
603,to pass banana 23 to experimenter_hand 19 \n,(:goal (and (passed banana 23 experimenter_hand 19)))) \n
604,to pass banana 23 to experimenter_hand 20 \n,(:goal (and (passed banana 23 experimenter_hand 20)))) \n
605,to pass banana 23 to experimenter_hand 21 \n,(:goal (and (passed banana 23 experimenter_hand 21)))) \n
606,to pass banana 23 to experimenter_hand 22 \n,(:goal (and (passed banana 23 experimenter_hand 22)))) \n
607,to pass banana 23 to experimenter_hand 25 \n,(:goal (and (passed banana 23 experimenter_hand 25)))) \n
608,to pass banana 23 to experimenter_hand 26 \n,(:goal (and (passed banana 23 experimenter_hand 26)))) \n
609,to pass banana 23 to experimenter_hand 27 \n,(:goal (and (passed banana 23 experimenter_hand 27)))) \n
610,to pass banana 23 to experimenter_hand 28 \n,(:goal (and (passed banana 23 experimenter_hand 28)))) \n
611,to pass banana 23 to experimenter_hand 29 \n,(:goal (and (passed banana 23 experimenter_hand 29)))) \n
612,to pass banana 23 to experimenter_hand 30 \n,(:goal (and (passed banana 23 experimenter_hand 30)))) \n
613,to pass banana 23 to experimenter_hand 31 \n,(:goal (and (passed banana 23 experimenter_hand 31)))) \n
614,to pass banana 23 to experimenter_hand 32 \n,(:goal (and (passed banana 23 experimenter_hand 32)))) \n
615,to pass banana 24 to experimenter_hand 1 \n,(:goal (and (passed banana 24 experimenter_hand 1)))) \n
616,to pass banana 24 to experimenter_hand 2 \n,(:goal (and (passed banana 24 experimenter_hand 2)))) \n
617,to pass banana 24 to experimenter_hand 3 \n,(:goal (and (passed banana 24 experimenter_hand 3)))) \n
618,to pass banana 24 to experimenter_hand 4 \n,(:goal (and (passed banana 24 experimenter_hand 4)))) \n
619,to pass banana 24 to experimenter_hand 5 \n,(:goal (and (passed banana 24 experimenter_hand 5)))) \n
620,to pass banana 24 to experimenter_hand 6 \n,(:goal (and (passed banana 24 experimenter_hand 6)))) \n
621,to pass banana 24 to experimenter_hand 8 \n,(:goal (and (passed banana 24 experimenter_hand 8)))) \n
622,to pass banana 24 to experimenter_hand 9 \n,(:goal (and (passed banana 24 experimenter_hand 9)))) \n
623,to pass banana 24 to experimenter_hand 10 \n,(:goal (and (passed banana 24 experimenter_hand 10)))) \n
624,to pass banana 24 to experimenter_hand 11 \n,(:goal (and (passed banana 24 experimenter_hand 11)))) \n
625,to pass banana 24 to experimenter_hand 12 \n,(:goal (and (passed banana 24 experimenter_hand 12)))) \n
626,to pass banana 24 to experimenter_hand 13 \n,(:goal (and (passed banana 24 experimenter_hand 13)))) \n
627,to pass banana 24 to experimenter_hand 14 \n,(:goal (and (passed banana 24 experimenter_hand 14)))) \n
628,to pass banana 24 to experimenter_hand 15 \n,(:goal (and (passed banana 24 experimenter_hand 15)))) \n
629,to pass banana 24 to experimenter_hand 16 \n,(:goal (and (passed banana 24 experimenter_hand 16)))) \n
630,to pass banana 24 to experimenter_hand 17 \n,(:goal (and (passed banana 24 experimenter_hand 17)))) \n
631,to pass banana 24 to experimenter_hand 18 \n,(:goal (and (passed banana 24 experimenter_hand 18)))) \n
632,to pass banana 24 to experimenter_hand 19 \n,(:goal (and (passed banana 24 experimenter_hand 19)))) \n
633,to pass banana 24 to experimenter_hand 20 \n,(:goal (and (passed banana 24 experimenter_hand 20)))) \n
634,to pass banana 24 to experimenter_hand 21 \n,(:goal (and (passed banana 24 experimenter_hand 21)))) \n
635,to pass banana 24 to experimenter_hand 22 \n,(:goal (and (passed banana 24 experimenter_hand 22)))) \n
636,to pass banana 24 to experimenter_hand 23 \n,(:goal (and (passed banana 24 experimenter_hand 23)))) \n
637,to pass banana 24 to experimenter_hand 25 \n,(:goal (and (passed banana 24 experimenter_hand 25)))) \n
638,to pass banana 24 to experimenter_hand 26 \n,(:goal (and (passed banana 24 experimenter_hand 26)))) \n
639,to pass banana 24 to experimenter_hand 27 \n,(:goal (and (passed banana 24 experimenter_hand 27)))) \n
640,to pass banana 24 to experimenter_hand 28 \n,(:goal (and (passed banana 24 experimenter_hand 28)))) \n
641,to pass banana 24 to experimenter_hand 29 \n,(:goal (and (passed banana 24 experimenter_hand 29)))) \n
642,to pass banana 24 to experimenter_hand 30 \n,(:goal (and (passed banana 24 experimenter_hand 30)))) \n
643,to pass banana 24 to experimenter_hand 31 \n,(:goal (and (passed banana 24 experimenter_hand 31)))) \n
644,to pass banana 24 to experimenter_hand 32 \n,(:goal (and (passed banana 24 experimenter_hand 32)))) \n
645,to pass banana 25 to experimenter_hand 1 \n,(:goal (and (passed banana 25 experimenter_hand 1)))) \n
646,to pass banana 25 to experimenter_hand 2 \n,(:goal (and (passed banana 25 experimenter_hand 2)))) \n
647,to pass banana 25 to experimenter_hand 3 \n,(:goal (and (passed banana 25 experimenter_hand 3)))) \n
648,to pass banana 25 to experimenter_hand 4 \n,(:goal (and (passed banana 25 experimenter_hand 4)))) \n
649,to pass banana 25 to experimenter_hand 5 \n,(:goal (and (passed banana 25 experimenter_hand 5)))) \n
650,to pass banana 25 to experimenter_hand 6 \n,(:goal (and (passed banana 25 experimenter_hand 6)))) \n
651,to pass banana 25 to experimenter_hand 8 \n,(:goal (and (passed banana 25 experimenter_hand 8)))) \n
652,to pass banana 25 to experimenter_hand 9 \n,(:goal (and (passed banana 25 experimenter_hand 9)))) \n
653,to pass banana 25 to experimenter_hand 11 \n,(:goal (and (passed banana 25 experimenter_hand 11)))) \n
654,to pass banana 25 to experimenter_hand 13 \n,(:goal (and (passed banana 25 experimenter_hand 13)))) \n
655,to pass banana 25 to experimenter_hand 14 \n,(:goal (and (passed banana 25 experimenter_hand 14)))) \n
656,to pass banana 25 to experimenter_hand 15 \n,(:goal (and (passed banana 25 experimenter_hand 15)))) \n
657,to pass banana 25 to experimenter_hand 16 \n,(:goal (and (passed banana 25 experimenter_hand 16)))) \n
658,to pass banana 25 to experimenter_hand 17 \n,(:goal (and (passed banana 25 experimenter_hand 17)))) \n
659,to pass banana 25 to experimenter_hand 18 \n,(:goal (and (passed banana 25 experimenter_hand 18)))) \n
660,to pass banana 25 to experimenter_hand 21 \n,(:goal (and (passed banana 25 experimenter_hand 21)))) \n
661,to pass banana 25 to experimenter_hand 22 \n,(:goal (and (passed banana 25 experimenter_hand 22)))) \n
662,to pass banana 25 to experimenter_hand 23 \n,(:goal (and (passed banana 25 experimenter_hand 23)))) \n
663,to pass banana 25 to experimenter_hand 24 \n,(:goal (and (passed banana 25 experimenter_hand 24)))) \n
664,to pass banana 25 to experimenter_hand 26 \n,(:goal (and (passed banana 25 experimenter_hand 26)))) \n
665,to pass banana 25 to experimenter_hand 27 \n,(:goal (and (passed banana 25 experimenter_hand 27)))) \n
666,to pass banana 25 to experimenter_hand 29 \n,(:goal (and (passed banana 25 experimenter_hand 29)))) \n
667,to pass banana 25 to experimenter_hand 30 \n,(:goal (and (passed banana 25 experimenter_hand 30)))) \n
668,to pass banana 25 to experimenter_hand 31 \n,(:goal (and (passed banana 25 experimenter_hand 31)))) \n
669,to pass banana 25 to experimenter_hand 32 \n,(:goal (and (passed banana 25 experimenter_hand 32)))) \n
670,to pass banana 26 to experimenter_hand 1 \n,(:goal (and (passed banana 26 experimenter_hand 1)))) \n
671,to pass banana 26 to experimenter_hand 3 \n,(:goal (and (passed banana 26 experimenter_hand 3)))) \n
672,to pass banana 26 to experimenter_hand 4 \n,(:goal (and (passed banana 26 experimenter_hand 4)))) \n
673,to pass banana 26 to experimenter_hand 5 \n,(:goal (and (passed banana 26 experimenter_hand 5)))) \n
674,to pass banana 26 to experimenter_hand 6 \n,(:goal (and (passed banana 26 experimenter_hand 6)))) \n
675,to pass banana 26 to experimenter_hand 9 \n,(:goal (and (passed banana 26 experimenter_hand 9)))) \n
676,to pass banana 26 to experimenter_hand 10 \n,(:goal (and (passed banana 26 experimenter_hand 10)))) \n
677,to pass banana 26 to experimenter_hand 11 \n,(:goal (and (passed banana 26 experimenter_hand 11)))) \n
678,to pass banana 26 to experimenter_hand 12 \n,(:goal (and (passed banana 26 experimenter_hand 12)))) \n
679,to pass banana 26 to experimenter_hand 13 \n,(:goal (and (passed banana 26 experimenter_hand 13)))) \n
680,to pass banana 26 to experimenter_hand 14 \n,(:goal (and (passed banana 26 experimenter_hand 14)))) \n
681,to pass banana 26 to experimenter_hand 15 \n,(:goal (and (passed banana 26 experimenter_hand 15)))) \n
682,to pass banana 26 to experimenter_hand 16 \n,(:goal (and (passed banana 26 experimenter_hand 16)))) \n
683,to pass banana 26 to experimenter_hand 17 \n,(:goal (and (passed banana 26 experimenter_hand 17)))) \n
684,to pass banana 26 to experimenter_hand 19 \n,(:goal (and (passed banana 26 experimenter_hand 19)))) \n
685,to pass banana 26 to experimenter_hand 20 \n,(:goal (and (passed banana 26 experimenter_hand 20)))) \n
686,to pass banana 26 to experimenter_hand 21 \n,(:goal (and (passed banana 26 experimenter_hand 21)))) \n
687,to pass banana 26 to experimenter_hand 23 \n,(:goal (and (passed banana 26 experimenter_hand 23)))) \n
688,to pass banana 26 to experimenter_hand 24 \n,(:goal (and (passed banana 26 experimenter_hand 24)))) \n
689,to pass banana 26 to experimenter_hand 25 \n,(:goal (and (passed banana 26 experimenter_hand 25)))) \n
690,to pass banana 26 to experimenter_hand 27 \n,(:goal (and (passed banana 26 experimenter_hand 27)))) \n
691,to pass banana 26 to experimenter_hand 29 \n,(:goal (and (passed banana 26 experimenter_hand 29)))) \n
692,to pass banana 26 to experimenter_hand 30 \n,(:goal (and (passed banana 26 experimenter_hand 30)))) \n
693,to pass banana 26 to experimenter_hand 31 \n,(:goal (and (passed banana 26 experimenter_hand 31)))) \n
694,to pass banana 27 to experimenter_hand 2 \n,(:goal (and (passed banana 27 experimenter_hand 2)))) \n
695,to pass banana 27 to experimenter_hand 3 \n,(:goal (and (passed banana 27 experimenter_hand 3)))) \n
696,to pass banana 27 to experimenter_hand 4 \n,(:goal (and (passed banana 27 experimenter_hand 4)))) \n
697,to pass banana 27 to experimenter_hand 5 \n,(:goal (and (passed banana 27 experimenter_hand 5)))) \n
698,to pass banana 27 to experimenter_hand 6 \n,(:goal (and (passed banana 27 experimenter_hand 6)))) \n
699,to pass banana 27 to experimenter_hand 7 \n,(:goal (and (passed banana 27 experimenter_hand 7)))) \n
700,to pass banana 27 to experimenter_hand 8 \n,(:goal (and (passed banana 27 experimenter_hand 8)))) \n
701,to pass banana 27 to experimenter_hand 9 \n,(:goal (and (passed banana 27 experimenter_hand 9)))) \n
702,to pass banana 27 to experimenter_hand 10 \n,(:goal (and (passed banana 27 experimenter_hand 10)))) \n
703,to pass banana 27 to experimenter_hand 11 \n,(:goal (and (passed banana 27 experimenter_hand 11)))) \n
704,to pass banana 27 to experimenter_hand 12 \n,(:goal (and (passed banana 27 experimenter_hand 12)))) \n
705,to pass banana 27 to experimenter_hand 14 \n,(:goal (and (passed banana 27 experimenter_hand 14)))) \n
706,to pass banana 27 to experimenter_hand 15 \n,(:goal (and (passed banana 27 experimenter_hand 15)))) \n
707,to pass banana 27 to experimenter_hand 16 \n,(:goal (and (passed banana 27 experimenter_hand 16)))) \n
708,to pass banana 27 to experimenter_hand 17 \n,(:goal (and (passed banana 27 experimenter_hand 17)))) \n
709,to pass banana 27 to experimenter_hand 18 \n,(:goal (and (passed banana 27 experimenter_hand 18)))) \n
710,to pass banana 27 to experimenter_hand 19 \n,(:goal (and (passed banana 27 experimenter_hand 19)))) \n
711,to pass banana 27 to experimenter_hand 20 \n,(:goal (and (passed banana 27 experimenter_hand 20)))) \n
712,to pass banana 27 to experimenter_hand 23 \n,(:goal (and (passed banana 27 experimenter_hand 23)))) \n
713,to pass banana 27 to experimenter_hand 25 \n,(:goal (and (passed banana 27 experimenter_hand 25)))) \n
714,to pass banana 27 to experimenter_hand 26 \n,(:goal (and (passed banana 27 experimenter_hand 26)))) \n
715,to pass banana 27 to experimenter_hand 30 \n,(:goal (and (passed banana 27 experimenter_hand 30)))) \n
716,to pass banana 27 to experimenter_hand 31 \n,(:goal (and (passed banana 27 experimenter_hand 31)))) \n
717,to pass banana 27 to experimenter_hand 32 \n,(:goal (and (passed banana 27 experimenter_hand 32)))) \n
718,to pass banana 28 to experimenter_hand 1 \n,(:goal (and (passed banana 28 experimenter_hand 1)))) \n
719,to pass banana 28 to experimenter_hand 2 \n,(:goal (and (passed banana 28 experimenter_hand 2)))) \n
720,to pass banana 28 to experimenter_hand 4 \n,(:goal (and (passed banana 28 experimenter_hand 4)))) \n
721,to pass banana 28 to experimenter_hand 6 \n,(:goal (and (passed banana 28 experimenter_hand 6)))) \n
722,to pass banana 28 to experimenter_hand 7 \n,(:goal (and (passed banana 28 experimenter_hand 7)))) \n
723,to pass banana 28 to experimenter_hand 8 \n,(:goal (and (passed banana 28 experimenter_hand 8)))) \n
724,to pass banana 28 to experimenter_hand 10 \n,(:goal (and (passed banana 28 experimenter_hand 10)))) \n
725,to pass banana 28 to experimenter_hand 11 \n,(:goal (and (passed banana 28 experimenter_hand 11)))) \n
726,to pass banana 28 to experimenter_hand 12 \n,(:goal (and (passed banana 28 experimenter_hand 12)))) \n
727,to pass banana 28 to experimenter_hand 13 \n,(:goal (and (passed banana 28 experimenter_hand 13)))) \n
728,to pass banana 28 to experimenter_hand 14 \n,(:goal (and (passed banana 28 experimenter_hand 14)))) \n
729,to pass banana 28 to experimenter_hand 15 \n,(:goal (and (passed banana 28 experimenter_hand 15)))) \n
730,to pass banana 28 to experimenter_hand 16 \n,(:goal (and (passed banana 28 experimenter_hand 16)))) \n
731,to pass banana 28 to experimenter_hand 17 \n,(:goal (and (passed banana 28 experimenter_hand 17)))) \n
732,to pass banana 28 to experimenter_hand 18 \n,(:goal (and (passed banana 28 experimenter_hand 18)))) \n
733,to pass banana 28 to experimenter_hand 19 \n,(:goal (and (passed banana 28 experimenter_hand 19)))) \n
734,to pass banana 28 to experimenter_hand 20 \n,(:goal (and (passed banana 28 experimenter_hand 20)))) \n
735,to pass banana 28 to experimenter_hand 21 \n,(:goal (and (passed banana 28 experimenter_hand 21)))) \n
736,to pass banana 28 to experimenter_hand 22 \n,(:goal (and (passed banana 28 experimenter_hand 22)))) \n
737,to pass banana 28 to experimenter_hand 24 \n,(:goal (and (passed banana 28 experimenter_hand 24)))) \n
738,to pass banana 28 to experimenter_hand 25 \n,(:goal (and (passed banana 28 experimenter_hand 25)))) \n
739,to pass banana 28 to experimenter_hand 26 \n,(:goal (and (passed banana 28 experimenter_hand 26)))) \n
740,to pass banana 28 to experimenter_hand 27 \n,(:goal (and (passed banana 28 experimenter_hand 27)))) \n
741,to pass banana 28 to experimenter_hand 29 \n,(:goal (and (passed banana 28 experimenter_hand 29)))) \n
742,to pass banana 28 to experimenter_hand 30 \n,(:goal (and (passed banana 28 experimenter_hand 30)))) \n
743,to pass banana 28 to experimenter_hand 31 \n,(:goal (and (passed banana 28 experimenter_hand 31)))) \n
744,to pass banana 28 to experimenter_hand 32 \n,(:goal (and (passed banana 28 experimenter_hand 32)))) \n
745,to pass banana 29 to experimenter_hand 1 \n,(:goal (and (passed banana 29 experimenter_hand 1)))) \n
746,to pass banana 29 to experimenter_hand 2 \n,(:goal (and (passed banana 29 experimenter_hand 2)))) \n
747,to pass banana 29 to experimenter_hand 3 \n,(:goal (and (passed banana 29 experimenter_hand 3)))) \n
748,to pass banana 29 to experimenter_hand 4 \n,(:goal (and (passed banana 29 experimenter_hand 4)))) \n
749,to pass banana 29 to experimenter_hand 5 \n,(:goal (and (passed banana 29 experimenter_hand 5)))) \n
750,to pass banana 29 to experimenter_hand 8 \n,(:goal (and (passed banana 29 experimenter_hand 8)))) \n
751,to pass banana 29 to experimenter_hand 9 \n,(:goal (and (passed banana 29 experimenter_hand 9)))) \n
752,to pass banana 29 to experimenter_hand 10 \n,(:goal (and (passed banana 29 experimenter_hand 10)))) \n
753,to pass banana 29 to experimenter_hand 12 \n,(:goal (and (passed banana 29 experimenter_hand 12)))) \n
754,to pass banana 29 to experimenter_hand 13 \n,(:goal (and (passed banana 29 experimenter_hand 13)))) \n
755,to pass banana 29 to experimenter_hand 14 \n,(:goal (and (passed banana 29 experimenter_hand 14)))) \n
756,to pass banana 29 to experimenter_hand 15 \n,(:goal (and (passed banana 29 experimenter_hand 15)))) \n
757,to pass banana 29 to experimenter_hand 16 \n,(:goal (and (passed banana 29 experimenter_hand 16)))) \n
758,to pass banana 29 to experimenter_hand 17 \n,(:goal (and (passed banana 29 experimenter_hand 17)))) \n
759,to pass banana 29 to experimenter_hand 18 \n,(:goal (and (passed banana 29 experimenter_hand 18)))) \n
760,to pass banana 29 to experimenter_hand 19 \n,(:goal (and (passed banana 29 experimenter_hand 19)))) \n
761,to pass banana 29 to experimenter_hand 21 \n,(:goal (and (passed banana 29 experimenter_hand 21)))) \n
762,to pass banana 29 to experimenter_hand 22 \n,(:goal (and (passed banana 29 experimenter_hand 22)))) \n
